Motion Sensor Data File Thu, Oct 07, 2021 10:26 AM
Time (s)	Distance (cm)	Dist Error (cm)
39.190	20.253	0.239
39.200	20.357	0.239
39.210	20.444	0.239
39.220	20.553	0.239
39.230	20.653	0.239
39.240	20.727	0.239
39.250	20.815	0.239
39.260	20.880	0.239
39.270	20.955	0.239
39.280	21.003	0.239
39.290	21.052	0.239
39.300	21.100	0.239
39.310	21.127	0.239
39.320	21.154	0.239
39.330	21.159	0.239
39.340	21.173	0.239
39.350	21.162	0.239
39.360	21.154	0.239
39.370	21.134	0.239
39.380	21.096	0.239
39.390	21.063	0.239
39.400	21.009	0.239
39.410	20.958	0.239
39.420	20.895	0.239
39.430	20.814	0.239
39.440	20.738	0.239
39.450	20.649	0.239
39.460	20.564	0.239
39.470	20.453	0.239
39.480	20.364	0.239
39.490	20.266	0.239
39.500	20.152	0.239
39.510	20.050	0.239
39.520	19.934	0.239
39.530	19.828	0.239
39.540	19.713	0.239
39.550	19.620	0.239
39.560	19.539	0.239
39.570	19.437	0.239
39.580	19.344	0.239
39.590	19.242	0.239
39.600	19.157	0.239
39.610	19.072	0.239
39.620	19.005	0.239
39.630	18.941	0.239
39.640	18.874	0.239
39.650	18.832	0.239
39.660	18.782	0.239
39.670	18.748	0.239
39.680	18.728	0.239
39.690	18.686	0.239
39.700	18.683	0.239
39.710	18.675	0.239
39.720	18.694	0.239
39.730	18.708	0.239
39.740	18.748	0.239
39.750	18.792	0.239
39.760	18.823	0.239
39.770	18.884	0.239
39.780	18.937	0.239
39.790	19.020	0.239
39.800	19.090	0.239
39.810	19.177	0.239
39.820	19.273	0.239
39.830	19.364	0.239
39.840	19.469	0.239
39.850	19.560	0.239
39.860	19.664	0.239
39.870	19.769	0.239
39.880	19.882	0.239
39.890	19.999	0.239
39.900	20.099	0.239
39.910	20.212	0.239
39.920	20.303	0.239
39.930	20.408	0.239
39.940	20.512	0.239
39.950	20.599	0.239
39.960	20.691	0.239
39.970	20.765	0.239
39.980	20.848	0.239
39.990	20.909	0.239
40.000	20.975	0.239
40.010	21.032	0.239
40.020	21.072	0.239
40.030	21.112	0.239
40.040	21.130	0.239
40.050	21.153	0.239
40.060	21.154	0.239
40.070	21.159	0.239
40.080	21.152	0.239
40.090	21.127	0.239
40.100	21.103	0.239
40.110	21.061	0.239
40.120	21.023	0.239
40.130	20.964	0.239
40.140	20.910	0.239
40.150	20.842	0.239
40.160	20.757	0.239
40.170	20.681	0.239
40.180	20.588	0.239
40.190	20.494	0.239
40.200	20.400	0.239
40.210	20.299	0.239
40.220	20.201	0.239
40.230	20.086	0.239
40.240	19.988	0.239
40.250	19.865	0.239
40.260	19.762	0.239
40.270	19.665	0.239
40.280	19.554	0.239
40.290	19.478	0.239
40.300	19.380	0.239
40.310	19.291	0.239
40.320	19.193	0.239
40.330	19.122	0.239
40.340	19.049	0.239
40.350	18.969	0.239
40.360	18.914	0.239
40.370	18.855	0.239
40.380	18.818	0.239
40.390	18.776	0.239
40.400	18.751	0.239
40.410	18.739	0.239
40.420	18.719	0.239
40.430	18.725	0.239
40.440	18.726	0.239
40.450	18.753	0.239
40.460	18.771	0.239
40.470	18.816	0.239
40.480	18.864	0.239
40.490	18.908	0.239
40.500	18.974	0.239
40.510	19.035	0.239
40.520	19.118	0.239
40.530	19.201	0.239
40.540	19.283	0.239
40.550	19.384	0.239
40.560	19.475	0.239
40.570	19.575	0.239
40.580	19.666	0.239
40.590	19.754	0.239
40.600	19.866	0.239
40.610	19.971	0.239
40.620	20.084	0.239
40.630	20.179	0.239
40.640	20.288	0.239
40.650	20.380	0.239
40.660	20.480	0.239
40.670	20.584	0.239
40.680	20.663	0.239
40.690	20.750	0.239
40.700	20.815	0.239
40.710	20.894	0.239
40.720	20.947	0.239
40.730	21.004	0.239
40.740	21.052	0.239
40.750	21.079	0.239
40.760	21.115	0.239
40.770	21.120	0.239
40.780	21.134	0.239
40.790	21.140	0.239
40.800	21.124	0.239
40.810	21.112	0.239
40.820	21.079	0.239
40.830	21.050	0.239
40.840	20.999	0.239
40.850	20.953	0.239
40.860	20.898	0.239
40.870	20.818	0.239
40.880	20.751	0.239
40.890	20.661	0.239
40.900	20.581	0.239
40.910	20.479	0.239
40.920	20.390	0.239
40.930	20.300	0.239
40.940	20.190	0.239
40.950	20.092	0.239
40.960	19.982	0.239
40.970	19.875	0.239
40.980	19.760	0.239
40.990	19.663	0.239
41.000	19.569	0.239
41.010	19.463	0.239
41.020	19.374	0.239
41.030	19.267	0.239
41.040	19.183	0.239
41.050	19.106	0.239
41.060	19.026	0.239
41.070	18.958	0.239
41.080	18.890	0.239
41.090	18.844	0.239
41.100	18.794	0.239
41.110	18.761	0.239
41.120	18.736	0.239
41.130	18.711	0.239
41.140	18.708	0.239
41.150	18.696	0.239
41.160	18.711	0.239
41.170	18.720	0.239
41.180	18.752	0.239
41.190	18.791	0.239
41.200	18.823	0.239
41.210	18.880	0.239
41.220	18.928	0.239
41.230	19.003	0.239
41.240	19.073	0.239
41.250	19.155	0.239
41.260	19.247	0.239
41.270	19.334	0.239
41.280	19.438	0.239
41.290	19.530	0.239
41.300	19.634	0.239
41.310	19.730	0.239
41.320	19.843	0.239
41.330	19.960	0.239
41.340	20.056	0.239
41.350	20.169	0.239
41.360	20.269	0.239
41.370	20.369	0.239
41.380	20.469	0.239
41.390	20.560	0.239
41.400	20.656	0.239
41.410	20.730	0.239
41.420	20.813	0.239
41.430	20.879	0.239
41.440	20.944	0.239
41.450	21.006	0.239
41.460	21.046	0.239
41.470	21.090	0.239
41.480	21.113	0.239
41.490	21.140	0.239
41.500	21.141	0.239
41.510	21.150	0.239
41.520	21.152	0.239
41.530	21.127	0.239
41.540	21.111	0.239
41.550	21.073	0.239
41.560	21.040	0.239
41.570	20.985	0.239
41.580	20.931	0.239
41.590	20.872	0.239
41.600	20.787	0.239
41.610	20.715	0.239
41.620	20.626	0.239
41.630	20.537	0.239
41.640	20.447	0.239
41.650	20.345	0.239
41.660	20.252	0.239
41.670	20.137	0.239
41.680	20.039	0.239
41.690	19.920	0.239
41.700	19.814	0.239
41.710	19.742	0.239
41.720	19.631	0.239
41.730	19.538	0.239
41.740	19.436	0.239
41.750	19.347	0.239
41.760	19.245	0.239
41.770	19.164	0.239
41.780	19.092	0.239
41.790	19.012	0.239
41.800	18.953	0.239
41.810	18.889	0.239
41.820	18.848	0.239
41.830	18.797	0.239
41.840	18.773	0.239
41.850	18.752	0.239
41.860	18.732	0.239
41.870	18.733	0.239
41.880	18.726	0.239
41.890	18.748	0.239
41.900	18.775	0.239
41.910	18.798	0.239
41.920	18.842	0.239
41.930	18.882	0.239
41.940	18.939	0.239
41.950	18.996	0.239
41.960	19.074	0.239
41.970	19.157	0.239
41.980	19.223	0.239
41.990	19.301	0.239
42.000	19.393	0.239
42.010	19.493	0.239
42.020	19.580	0.239
42.030	19.685	0.239
42.040	19.798	0.239
42.050	19.894	0.239
42.060	20.006	0.239
42.070	20.106	0.239
42.080	20.215	0.239
42.090	20.302	0.239
42.100	20.407	0.239
42.110	20.502	0.239
42.120	20.585	0.239
42.130	20.677	0.239
42.140	20.747	0.239
42.150	20.825	0.239
42.160	20.882	0.239
42.170	20.944	0.239
42.180	21.000	0.239
42.190	21.036	0.239
42.200	21.072	0.239
42.210	21.085	0.239
42.220	21.108	0.239
42.230	21.118	0.239
42.240	21.107	0.239
42.250	21.103	0.239
42.260	21.074	0.239
42.270	21.054	0.239
42.280	21.008	0.239
42.290	20.970	0.239
42.300	20.924	0.239
42.310	20.852	0.239
42.320	20.784	0.239
42.330	20.704	0.239
42.340	20.632	0.239
42.350	20.535	0.239
42.360	20.445	0.239
42.370	20.360	0.239
42.380	20.254	0.239
42.390	20.156	0.239
42.400	20.050	0.239
42.410	19.948	0.239
42.420	19.833	0.239
42.430	19.735	0.239
42.440	19.638	0.239
42.450	19.536	0.239
42.460	19.442	0.239
42.470	19.340	0.239
42.480	19.251	0.239
42.490	19.171	0.239
42.500	19.086	0.239
42.510	19.018	0.239
42.520	18.942	0.239
42.530	18.892	0.239
42.540	18.837	0.239
42.550	18.799	0.239
42.560	18.779	0.239
42.570	18.750	0.239
42.580	18.747	0.239
42.590	18.739	0.239
42.600	18.745	0.239
42.610	18.750	0.239
42.620	18.777	0.239
42.630	18.804	0.239
42.640	18.822	0.239
42.650	18.862	0.239
42.660	18.911	0.239
42.670	18.977	0.239
42.680	19.042	0.239
42.690	19.121	0.239
42.700	19.208	0.239
42.710	19.291	0.239
42.720	19.387	0.239
42.730	19.478	0.239
42.740	19.582	0.239
42.750	19.682	0.239
42.760	19.778	0.239
42.770	19.891	0.239
42.780	19.991	0.239
42.790	20.100	0.239
42.800	20.195	0.239
42.810	20.304	0.239
42.820	20.404	0.239
42.830	20.491	0.239
42.840	20.591	0.239
42.850	20.666	0.239
42.860	20.748	0.239
42.870	20.818	0.239
42.880	20.889	0.239
42.890	20.954	0.239
42.900	20.998	0.239
42.910	21.042	0.239
42.920	21.070	0.239
42.930	21.101	0.239
42.940	21.110	0.239
42.950	21.125	0.239
42.960	21.125	0.239
42.970	21.110	0.239
42.980	21.098	0.239
42.990	21.061	0.239
43.000	21.031	0.239
43.010	20.985	0.239
43.020	20.935	0.239
43.030	20.880	0.239
43.040	20.804	0.239
43.050	20.732	0.239
43.060	20.643	0.239
43.070	20.566	0.239
43.080	20.477	0.239
43.090	20.371	0.239
43.100	20.282	0.239
43.110	20.171	0.239
43.120	20.074	0.239
43.130	19.963	0.239
43.140	19.857	0.239
43.150	19.759	0.239
43.160	19.648	0.239
43.170	19.555	0.239
43.180	19.453	0.239
43.190	19.364	0.239
43.200	19.258	0.239
43.210	19.177	0.239
43.220	19.105	0.239
43.230	19.020	0.239
43.240	18.953	0.239
43.250	18.889	0.239
43.260	18.847	0.239
43.270	18.797	0.239
43.280	18.764	0.239
43.290	18.739	0.239
43.300	18.714	0.239
43.310	18.711	0.239
43.320	18.704	0.239
43.330	18.722	0.239
43.340	18.745	0.239
43.350	18.763	0.239
43.360	18.799	0.239
43.370	18.834	0.239
43.380	18.892	0.239
43.390	18.940	0.239
43.400	19.018	0.239
43.410	19.097	0.239
43.420	19.167	0.239
43.430	19.258	0.239
43.440	19.346	0.239
43.450	19.450	0.239
43.460	19.541	0.239
43.470	19.642	0.239
43.480	19.750	0.239
43.490	19.846	0.239
43.500	19.959	0.239
43.510	20.059	0.239
43.520	20.167	0.239
43.530	20.263	0.239
43.540	20.364	0.239
43.550	20.463	0.239
43.560	20.551	0.239
43.570	20.646	0.239
43.580	20.716	0.239
43.590	20.799	0.239
43.600	20.873	0.239
43.610	20.930	0.239
43.620	20.987	0.239
43.630	21.027	0.239
43.640	21.067	0.239
43.650	21.090	0.239
43.660	21.113	0.239
43.670	21.131	0.239
43.680	21.123	0.239
43.690	21.125	0.239
43.700	21.100	0.239
43.710	21.084	0.239
43.720	21.042	0.239
43.730	21.009	0.239
43.740	20.963	0.239
43.750	20.899	0.239
43.760	20.840	0.239
43.770	20.756	0.239
43.780	20.688	0.239
43.790	20.599	0.239
43.800	20.510	0.239
43.810	20.421	0.239
43.820	20.318	0.239
43.830	20.225	0.239
43.840	20.115	0.239
43.850	20.021	0.239
43.860	19.902	0.239
43.870	19.800	0.239
43.880	19.702	0.239
43.890	19.596	0.239
43.900	19.507	0.239
43.910	19.405	0.239
43.920	19.316	0.239
43.930	19.252	0.239
43.940	19.167	0.239
43.950	19.100	0.239
43.960	19.019	0.239
43.970	18.960	0.239
43.980	18.901	0.239
43.990	18.864	0.239
44.000	18.831	0.239
44.010	18.793	0.239
44.020	18.777	0.239
44.030	18.757	0.239
44.040	18.757	0.239
44.050	18.754	0.239
44.060	18.773	0.239
44.070	18.804	0.239
44.080	18.827	0.239
44.090	18.871	0.239
44.100	18.911	0.239
44.110	18.972	0.239
44.120	19.029	0.239
44.130	19.108	0.239
44.140	19.186	0.239
44.150	19.261	0.239
44.160	19.356	0.239
44.170	19.443	0.239
44.180	19.543	0.239
44.190	19.644	0.239
44.200	19.739	0.239
44.210	19.839	0.239
44.220	19.922	0.239
44.230	20.035	0.239
44.240	20.127	0.239
44.250	20.235	0.239
44.260	20.336	0.239
44.270	20.422	0.239
44.280	20.518	0.239
44.290	20.601	0.239
44.300	20.688	0.239
44.310	20.754	0.239
44.320	20.828	0.239
44.330	20.898	0.239
44.340	20.947	0.239
44.350	20.999	0.239
44.360	21.026	0.239
44.370	21.062	0.239
44.380	21.076	0.239
44.390	21.095	0.239
44.400	21.104	0.239
44.410	21.088	0.239
44.420	21.081	0.239
44.430	21.052	0.239
44.440	21.027	0.239
44.450	20.994	0.239
44.460	20.939	0.239
44.470	20.893	0.239
44.480	20.817	0.239
44.490	20.754	0.239
44.500	20.673	0.239
44.510	20.597	0.239
44.520	20.512	0.239
44.530	20.410	0.239
44.540	20.329	0.239
44.550	20.223	0.239
44.560	20.125	0.239
44.570	20.019	0.239
44.580	19.921	0.239
44.590	19.819	0.239
44.600	19.709	0.239
44.610	19.620	0.239
44.620	19.517	0.239
44.630	19.428	0.239
44.640	19.326	0.239
44.650	19.241	0.239
44.660	19.161	0.239
44.670	19.080	0.239
44.680	19.017	0.239
44.690	18.945	0.239
44.700	18.895	0.239
44.710	18.844	0.239
44.720	18.811	0.239
44.730	18.786	0.239
44.740	18.753	0.239
44.750	18.746	0.239
44.760	18.734	0.239
44.770	18.739	0.239
44.780	18.762	0.239
44.790	18.776	0.239
44.800	18.807	0.239
44.810	18.839	0.239
44.820	18.887	0.239
44.830	18.935	0.239
44.840	19.006	0.239
44.850	19.084	0.239
44.860	19.150	0.239
44.870	19.237	0.239
44.880	19.320	0.239
44.890	19.420	0.239
44.900	19.507	0.239
44.910	19.607	0.239
44.920	19.707	0.239
44.930	19.807	0.239
44.940	19.916	0.239
44.950	20.016	0.239
44.960	20.120	0.239
44.970	20.216	0.239
44.980	20.321	0.239
44.990	20.416	0.239
45.000	20.503	0.239
45.010	20.603	0.239
45.020	20.673	0.239
45.030	20.756	0.239
45.040	20.835	0.239
45.050	20.892	0.239
45.060	20.953	0.239
45.070	20.993	0.239
45.080	21.037	0.239
45.090	21.064	0.239
45.100	21.095	0.239
45.110	21.114	0.239
45.120	21.110	0.239
45.130	21.116	0.239
45.140	21.096	0.239
45.150	21.084	0.239
45.160	21.046	0.239
45.170	21.013	0.239
45.180	20.976	0.239
45.190	20.912	0.239
45.200	20.858	0.239
45.210	20.777	0.239
45.220	20.709	0.239
45.230	20.625	0.239
45.240	20.540	0.239
45.250	20.451	0.239
45.260	20.353	0.239
45.270	20.285	0.239
45.280	20.175	0.239
45.290	20.077	0.239
45.300	19.970	0.239
45.310	19.869	0.239
45.320	19.771	0.239
45.330	19.665	0.239
45.340	19.571	0.239
45.350	19.469	0.239
45.360	19.380	0.239
45.370	19.295	0.239
45.380	19.202	0.239
45.390	19.130	0.239
45.400	19.049	0.239
45.410	18.990	0.239
45.420	18.923	0.239
45.430	18.881	0.239
45.440	18.843	0.239
45.450	18.801	0.239
45.460	18.781	0.239
45.470	18.757	0.239
45.480	18.757	0.239
45.490	18.750	0.239
45.500	18.764	0.239
45.510	18.791	0.239
45.520	18.805	0.239
45.530	18.849	0.239
45.540	18.881	0.239
45.550	18.933	0.239
45.560	18.969	0.239
45.570	19.039	0.239
45.580	19.117	0.239
45.590	19.183	0.239
45.600	19.279	0.239
45.610	19.362	0.239
45.620	19.462	0.239
45.630	19.562	0.239
45.640	19.649	0.239
45.650	19.758	0.239
45.660	19.849	0.239
45.670	19.962	0.239
45.680	20.058	0.239
45.690	20.162	0.239
45.700	20.267	0.239
45.710	20.354	0.239
45.720	20.450	0.239
45.730	20.532	0.239
45.740	20.624	0.239
45.750	20.698	0.239
45.760	20.772	0.239
45.770	20.846	0.239
45.780	20.899	0.239
45.790	20.952	0.239
45.800	20.992	0.239
45.810	21.032	0.239
45.820	21.050	0.239
45.830	21.073	0.239
45.840	21.087	0.239
45.850	21.084	0.239
45.860	21.081	0.239
45.870	21.056	0.239
45.880	21.036	0.239
45.890	21.011	0.239
45.900	20.961	0.239
45.910	20.919	0.239
45.920	20.851	0.239
45.930	20.788	0.239
45.940	20.712	0.239
45.950	20.644	0.239
45.960	20.563	0.239
45.970	20.466	0.239
45.980	20.381	0.239
45.990	20.283	0.239
46.000	20.185	0.239
46.010	20.079	0.239
46.020	19.986	0.239
46.030	19.884	0.239
46.040	19.773	0.239
46.050	19.680	0.239
46.060	19.573	0.239
46.070	19.484	0.239
46.080	19.387	0.239
46.090	19.302	0.239
46.100	19.217	0.239
46.110	19.132	0.239
46.120	19.073	0.239
46.130	19.014	0.239
46.140	18.959	0.239
46.150	18.900	0.239
46.160	18.867	0.239
46.170	18.838	0.239
46.180	18.800	0.239
46.190	18.789	0.239
46.200	18.769	0.239
46.210	18.774	0.239
46.220	18.784	0.239
46.230	18.794	0.239
46.240	18.825	0.239
46.250	18.847	0.239
46.260	18.892	0.239
46.270	18.931	0.239
46.280	18.993	0.239
46.290	19.063	0.239
46.300	19.129	0.239
46.310	19.207	0.239
46.320	19.285	0.239
46.330	19.381	0.239
46.340	19.464	0.239
46.350	19.564	0.239
46.360	19.664	0.239
46.370	19.751	0.239
46.380	19.860	0.239
46.390	19.960	0.239
46.400	20.047	0.239
46.410	20.134	0.239
46.420	20.239	0.239
46.430	20.339	0.239
46.440	20.422	0.239
46.450	20.517	0.239
46.460	20.600	0.239
46.470	20.683	0.239
46.480	20.757	0.239
46.490	20.819	0.239
46.500	20.884	0.239
46.510	20.933	0.239
46.520	20.981	0.239
46.530	21.008	0.239
46.540	21.044	0.239
46.550	21.071	0.239
46.560	21.072	0.239
46.570	21.082	0.239
46.580	21.066	0.239
46.590	21.054	0.239
46.600	21.025	0.239
46.610	21.000	0.239
46.620	20.963	0.239
46.630	20.908	0.239
46.640	20.858	0.239
46.650	20.781	0.239
46.660	20.718	0.239
46.670	20.637	0.239
46.680	20.561	0.239
46.690	20.477	0.239
46.700	20.379	0.239
46.710	20.290	0.239
46.720	20.188	0.239
46.730	20.094	0.239
46.740	19.984	0.239
46.750	19.886	0.239
46.760	19.788	0.239
46.770	19.678	0.239
46.780	19.588	0.239
46.790	19.486	0.239
46.800	19.402	0.239
46.810	19.313	0.239
46.820	19.215	0.239
46.830	19.143	0.239
46.840	19.067	0.239
46.850	18.999	0.239
46.860	18.931	0.239
46.870	18.885	0.239
46.880	18.843	0.239
46.890	18.801	0.239
46.900	18.777	0.239
46.910	18.748	0.239
46.920	18.745	0.239
46.930	18.733	0.239
46.940	18.747	0.239
46.950	18.766	0.239
46.960	18.779	0.239
46.970	18.815	0.239
46.980	18.846	0.239
46.990	18.895	0.239
47.000	18.943	0.239
47.010	19.018	0.239
47.020	19.096	0.239
47.030	19.157	0.239
47.040	19.240	0.239
47.050	19.328	0.239
47.060	19.427	0.239
47.070	19.528	0.239
47.080	19.611	0.239
47.090	19.715	0.239
47.100	19.811	0.239
47.110	19.919	0.239
47.120	20.015	0.239
47.130	20.119	0.239
47.140	20.228	0.239
47.150	20.315	0.239
47.160	20.411	0.239
47.170	20.494	0.239
47.180	20.590	0.239
47.190	20.664	0.239
47.200	20.742	0.239
47.210	20.817	0.239
47.220	20.873	0.239
47.230	20.935	0.239
47.240	20.975	0.239
47.250	21.015	0.239
47.260	21.042	0.239
47.270	21.069	0.239
47.280	21.087	0.239
47.290	21.084	0.239
47.300	21.089	0.239
47.310	21.069	0.239
47.320	21.053	0.239
47.330	21.015	0.239
47.340	20.987	0.239
47.350	20.945	0.239
47.360	20.886	0.239
47.370	20.827	0.239
47.380	20.751	0.239
47.390	20.687	0.239
47.400	20.615	0.239
47.410	20.517	0.239
47.420	20.428	0.239
47.430	20.330	0.239
47.440	20.246	0.239
47.450	20.139	0.239
47.460	20.042	0.239
47.470	19.944	0.239
47.480	19.829	0.239
47.490	19.736	0.239
47.500	19.630	0.239
47.510	19.540	0.239
47.520	19.464	0.239
47.530	19.379	0.239
47.540	19.295	0.239
47.550	19.205	0.239
47.560	19.138	0.239
47.570	19.061	0.239
47.580	18.998	0.239
47.590	18.935	0.239
47.600	18.893	0.239
47.610	18.864	0.239
47.620	18.822	0.239
47.630	18.802	0.239
47.640	18.782	0.239
47.650	18.779	0.239
47.660	18.784	0.239
47.670	18.789	0.239
47.680	18.812	0.239
47.690	18.834	0.239
47.700	18.874	0.239
47.710	18.910	0.239
47.720	18.967	0.239
47.730	19.033	0.239
47.740	19.094	0.239
47.750	19.169	0.239
47.760	19.238	0.239
47.770	19.330	0.239
47.780	19.413	0.239
47.790	19.504	0.239
47.800	19.583	0.239
47.810	19.674	0.239
47.820	19.778	0.239
47.830	19.870	0.239
47.840	19.979	0.239
47.850	20.074	0.239
47.860	20.179	0.239
47.870	20.279	0.239
47.880	20.366	0.239
47.890	20.457	0.239
47.900	20.536	0.239
47.910	20.623	0.239
47.920	20.693	0.239
47.930	20.767	0.239
47.940	20.837	0.239
47.950	20.886	0.239
47.960	20.938	0.239
47.970	20.974	0.239
47.980	21.014	0.239
47.990	21.041	0.239
48.000	21.046	0.239
48.010	21.061	0.239
48.020	21.053	0.239
48.030	21.050	0.239
48.040	21.021	0.239
48.050	21.000	0.239
48.060	20.972	0.239
48.070	20.926	0.239
48.080	20.880	0.239
48.090	20.812	0.239
48.100	20.748	0.239
48.110	20.672	0.239
48.120	20.605	0.239
48.130	20.524	0.239
48.140	20.426	0.239
48.150	20.350	0.239
48.160	20.248	0.239
48.170	20.159	0.239
48.180	20.053	0.239
48.190	19.959	0.239
48.200	19.857	0.239
48.210	19.755	0.239
48.220	19.662	0.239
48.230	19.564	0.239
48.240	19.479	0.239
48.250	19.394	0.239
48.260	19.297	0.239
48.270	19.216	0.239
48.280	19.135	0.239
48.290	19.072	0.239
48.300	19.000	0.239
48.310	18.946	0.239
48.320	18.904	0.239
48.330	18.858	0.239
48.340	18.829	0.239
48.350	18.800	0.239
48.360	18.788	0.239
48.370	18.772	0.239
48.380	18.778	0.239
48.390	18.791	0.239
48.400	18.801	0.239
48.410	18.837	0.239
48.420	18.859	0.239
48.430	18.904	0.239
48.440	18.948	0.239
48.450	19.013	0.239
48.460	19.088	0.239
48.470	19.145	0.239
48.480	19.228	0.239
48.490	19.306	0.239
48.500	19.402	0.239
48.510	19.485	0.239
48.520	19.585	0.239
48.530	19.681	0.239
48.540	19.772	0.239
48.550	19.881	0.239
48.560	19.977	0.239
48.570	20.081	0.239
48.580	20.185	0.239
48.590	20.277	0.239
48.600	20.373	0.239
48.610	20.451	0.239
48.620	20.547	0.239
48.630	20.625	0.239
48.640	20.708	0.239
48.650	20.782	0.239
48.660	20.844	0.239
48.670	20.905	0.239
48.680	20.949	0.239
48.690	20.993	0.239
48.700	21.021	0.239
48.710	21.052	0.239
48.720	21.074	0.239
48.730	21.076	0.239
48.740	21.085	0.239
48.750	21.065	0.239
48.760	21.058	0.239
48.770	21.024	0.239
48.780	20.995	0.239
48.790	20.962	0.239
48.800	20.903	0.239
48.810	20.853	0.239
48.820	20.776	0.239
48.830	20.713	0.239
48.840	20.646	0.239
48.850	20.552	0.239
48.860	20.467	0.239
48.870	20.370	0.239
48.880	20.285	0.239
48.890	20.179	0.239
48.900	20.085	0.239
48.910	19.992	0.239
48.920	19.898	0.239
48.930	19.809	0.239
48.940	19.703	0.239
48.950	19.614	0.239
48.960	19.516	0.239
48.970	19.427	0.239
48.980	19.346	0.239
48.990	19.249	0.239
49.000	19.177	0.239
49.010	19.100	0.239
49.020	19.041	0.239
49.030	18.969	0.239
