Motion Sensor Data File Thu, Oct 07, 2021 9:39 AM
Time (s)	Distance (cm)	Dist Error (cm)
16.370	23.132	0.239
16.380	23.288	0.239
16.390	23.423	0.239
16.400	23.523	0.239
16.410	23.610	0.239
16.420	23.662	0.239
16.430	23.707	0.239
16.440	23.712	0.239
16.450	23.705	0.239
16.460	23.671	0.239
16.470	23.604	0.239
16.480	23.528	0.239
16.490	23.413	0.239
16.500	23.285	0.239
16.510	23.131	0.239
16.520	22.965	0.239
16.530	22.781	0.239
16.540	22.567	0.239
16.550	22.354	0.239
16.560	22.110	0.239
16.570	21.870	0.239
16.580	21.609	0.239
16.590	21.352	0.239
16.600	21.087	0.239
16.610	20.809	0.239
16.620	20.543	0.239
16.630	20.265	0.239
16.640	20.008	0.239
16.650	19.751	0.239
16.660	19.490	0.239
16.670	19.238	0.239
16.680	19.019	0.239
16.690	18.810	0.239
16.700	18.601	0.239
16.710	18.421	0.239
16.720	18.233	0.239
16.730	18.114	0.239
16.740	17.995	0.239
16.750	17.854	0.239
16.760	17.756	0.239
16.770	17.753	0.239
16.780	17.728	0.239
16.790	17.730	0.239
16.800	17.744	0.239
16.810	17.779	0.239
16.820	17.823	0.239
16.830	17.949	0.239
16.840	18.058	0.239
16.850	18.201	0.239
16.860	18.361	0.239
16.870	18.530	0.239
16.880	18.729	0.239
16.890	18.932	0.239
16.900	19.166	0.239
16.910	19.395	0.239
16.920	19.650	0.239
16.930	19.909	0.239
16.940	20.168	0.239
16.950	20.440	0.239
16.960	20.703	0.239
16.970	20.980	0.239
16.980	21.256	0.239
16.990	21.511	0.239
17.000	21.774	0.239
17.010	22.016	0.239
17.020	22.262	0.239
17.030	22.479	0.239
17.040	22.699	0.239
17.050	22.898	0.239
17.060	23.067	0.239
17.070	23.232	0.239
17.080	23.361	0.239
17.090	23.483	0.239
17.100	23.566	0.239
17.110	23.644	0.239
17.120	23.693	0.239
17.130	23.707	0.239
17.140	23.708	0.239
17.150	23.671	0.239
17.160	23.625	0.239
17.170	23.540	0.239
17.180	23.447	0.239
17.190	23.327	0.239
17.200	23.178	0.239
17.210	23.020	0.239
17.220	22.832	0.239
17.230	22.636	0.239
17.240	22.413	0.239
17.250	22.191	0.239
17.260	21.955	0.239
17.270	21.694	0.239
17.280	21.442	0.239
17.290	21.168	0.239
17.300	20.907	0.239
17.310	20.641	0.239
17.320	20.354	0.239
17.330	20.106	0.239
17.340	19.819	0.239
17.350	19.580	0.239
17.360	19.336	0.239
17.370	19.105	0.239
17.380	18.870	0.239
17.390	18.681	0.239
17.400	18.489	0.239
17.410	18.297	0.239
17.420	18.169	0.239
17.430	18.041	0.239
17.440	17.939	0.239
17.450	17.820	0.239
17.460	17.774	0.239
17.470	17.758	0.239
17.480	17.738	0.239
17.490	17.756	0.239
17.500	17.770	0.239
17.510	17.810	0.239
17.520	17.940	0.239
17.530	18.040	0.239
17.540	18.174	0.239
17.550	18.313	0.239
17.560	18.491	0.239
17.570	18.672	0.239
17.580	18.880	0.239
17.590	19.109	0.239
17.600	19.334	0.239
17.610	19.580	0.239
17.620	19.831	0.239
17.630	20.098	0.239
17.640	20.357	0.239
17.650	20.630	0.239
17.660	20.906	0.239
17.670	21.169	0.239
17.680	21.437	0.239
17.690	21.687	0.239
17.700	21.947	0.239
17.710	22.193	0.239
17.720	22.413	0.239
17.730	22.634	0.239
17.740	22.829	0.239
17.750	23.014	0.239
17.760	23.171	0.239
17.770	23.322	0.239
17.780	23.448	0.239
17.790	23.539	0.239
17.800	23.622	0.239
17.810	23.667	0.239
17.820	23.698	0.239
17.830	23.695	0.239
17.840	23.679	0.239
17.850	23.641	0.239
17.860	23.561	0.239
17.870	23.476	0.239
17.880	23.352	0.239
17.890	23.220	0.239
17.900	23.054	0.239
17.910	22.883	0.239
17.920	22.695	0.239
17.930	22.477	0.239
17.940	22.255	0.239
17.950	22.010	0.239
17.960	21.767	0.239
17.970	21.501	0.239
17.980	21.245	0.239
17.990	20.984	0.239
18.000	20.705	0.239
18.010	20.444	0.239
18.020	20.166	0.239
18.030	19.909	0.239
18.040	19.657	0.239
18.050	19.404	0.239
18.060	19.160	0.239
18.070	18.938	0.239
18.080	18.737	0.239
18.090	18.536	0.239
18.100	18.365	0.239
18.110	18.216	0.239
18.120	18.071	0.239
18.130	17.965	0.239
18.140	17.841	0.239
18.150	17.786	0.239
18.160	17.749	0.239
18.170	17.733	0.239
18.180	17.742	0.239
18.190	17.765	0.239
18.200	17.796	0.239
18.210	17.892	0.239
18.220	18.001	0.239
18.230	18.114	0.239
18.240	18.257	0.239
18.250	18.434	0.239
18.260	18.612	0.239
18.270	18.815	0.239
18.280	19.022	0.239
18.290	19.260	0.239
18.300	19.494	0.239
18.310	19.748	0.239
18.320	20.016	0.239
18.330	20.271	0.239
18.340	20.547	0.239
18.350	20.806	0.239
18.360	21.083	0.239
18.370	21.355	0.239
18.380	21.610	0.239
18.390	21.869	0.239
18.400	22.106	0.239
18.410	22.344	0.239
18.420	22.560	0.239
18.430	22.768	0.239
18.440	22.962	0.239
18.450	23.123	0.239
18.460	23.278	0.239
18.470	23.400	0.239
18.480	23.513	0.239
18.490	23.592	0.239
18.500	23.657	0.239
18.510	23.697	0.239
18.520	23.703	0.239
18.530	23.695	0.239
18.540	23.649	0.239
18.550	23.595	0.239
18.560	23.501	0.239
18.570	23.399	0.239
18.580	23.275	0.239
18.590	23.118	0.239
18.600	22.951	0.239
18.610	22.754	0.239
18.620	22.558	0.239
18.630	22.327	0.239
18.640	22.100	0.239
18.650	21.861	0.239
18.660	21.599	0.239
18.670	21.347	0.239
18.680	21.073	0.239
18.690	20.808	0.239
18.700	20.542	0.239
18.710	20.268	0.239
18.720	20.011	0.239
18.730	19.746	0.239
18.740	19.498	0.239
18.750	19.254	0.239
18.760	19.031	0.239
18.770	18.822	0.239
18.780	18.617	0.239
18.790	18.438	0.239
18.800	18.250	0.239
18.810	18.130	0.239
18.820	18.002	0.239
18.830	17.909	0.239
18.840	17.807	0.239
18.850	17.774	0.239
18.860	17.758	0.239
18.870	17.746	0.239
18.880	17.773	0.239
18.890	17.774	0.239
18.900	17.844	0.239
18.910	17.983	0.239
18.920	18.087	0.239
18.930	18.209	0.239
18.940	18.378	0.239
18.950	18.559	0.239
18.960	18.741	0.239
18.970	18.957	0.239
18.980	19.178	0.239
18.990	19.415	0.239
19.000	19.662	0.239
19.010	19.916	0.239
19.020	20.184	0.239
19.030	20.456	0.239
19.040	20.715	0.239
19.050	20.992	0.239
19.060	21.251	0.239
19.070	21.518	0.239
19.080	21.765	0.239
19.090	22.020	0.239
19.100	22.262	0.239
19.110	22.474	0.239
19.120	22.690	0.239
19.130	22.876	0.239
19.140	23.053	0.239
19.150	23.205	0.239
19.160	23.344	0.239
19.170	23.465	0.239
19.180	23.548	0.239
19.190	23.618	0.239
19.200	23.658	0.239
19.210	23.681	0.239
19.220	23.669	0.239
19.230	23.644	0.239
19.240	23.594	0.239
19.250	23.513	0.239
19.260	23.420	0.239
19.270	23.288	0.239
19.280	23.151	0.239
19.290	22.980	0.239
19.300	22.801	0.239
19.310	22.609	0.239
19.320	22.386	0.239
19.330	22.164	0.239
19.340	21.916	0.239
19.350	21.672	0.239
19.360	21.420	0.239
19.370	21.145	0.239
19.380	20.884	0.239
19.390	20.610	0.239
19.400	20.349	0.239
19.410	20.075	0.239
19.420	19.823	0.239
19.430	19.579	0.239
19.440	19.326	0.239
19.450	19.104	0.239
19.460	18.877	0.239
19.470	18.680	0.239
19.480	18.488	0.239
19.490	18.318	0.239
19.500	18.181	0.239
19.510	18.045	0.239
19.520	17.947	0.239
19.530	17.763	0.239
19.540	17.765	0.239
