Motion Sensor Data File Thu, Oct 07, 2021 10:26 AM
Time (s)	Velocity (cm/s)
37.010	11.266
37.020	10.019
37.030	10.879
37.040	9.116
37.050	10.879
37.060	8.729
37.070	9.116
37.080	9.159
37.090	7.009
37.100	7.396
37.110	4.859
37.120	5.719
37.130	3.956
37.140	3.999
37.150	2.709
37.160	0.946
37.170	0.989
37.180	-0.731
37.190	-0.731
37.200	-2.064
37.210	-3.741
37.220	-3.311
37.230	-5.504
37.240	-5.031
37.250	-7.181
37.260	-7.224
37.270	-7.611
37.280	-8.901
37.290	-8.471
37.300	-11.094
37.310	-9.331
37.320	-10.621
37.330	-10.621
37.340	-10.234
37.350	-11.481
37.360	-11.481
37.370	-11.051
37.380	-10.234
37.390	-11.051
37.400	-9.331
37.410	-9.804
37.420	-10.621
37.430	-8.041
37.440	-8.901
37.450	-7.654
37.460	-5.891
37.470	-6.751
37.480	-4.644
37.490	-5.031
37.500	-2.881
37.510	-3.311
37.520	-1.634
37.530	-0.301
37.540	-0.301
37.550	1.806
37.560	1.419
37.570	3.569
37.580	3.139
37.590	5.246
37.600	5.719
37.610	5.289
37.620	7.826
37.630	7.869
37.640	8.729
37.650	8.256
37.660	10.449
37.670	10.879
37.680	9.546
37.690	10.449
37.700	10.449
37.710	11.696
37.720	11.739
37.730	10.019
37.740	11.696
37.750	10.019
37.760	10.019
37.770	9.546
37.780	10.449
37.790	9.159
37.800	7.396
37.810	8.729
37.820	6.579
37.830	6.536
37.840	4.429
37.850	5.289
37.860	3.956
37.870	2.279
37.880	2.279
37.890	0.559
37.900	0.516
37.910	-1.591
37.920	-1.591
37.930	-2.494
37.940	-4.601
37.950	-3.311
37.960	-5.891
37.970	-5.934
37.980	-7.611
37.990	-7.611
38.000	-7.654
38.010	-9.331
38.020	-9.761
38.030	-10.621
38.040	-8.944
38.050	-9.761
38.060	-11.911
38.070	-10.191
38.080	-11.954
38.090	-10.621
38.100	-11.481
38.110	-8.944
38.120	-8.041
38.130	-10.621
38.140	-9.331
38.150	-10.234
38.160	-7.181
38.170	-8.901
38.180	-6.751
38.190	-5.934
38.200	-5.891
38.210	-4.171
38.220	-4.644
38.230	-2.451
38.240	-2.881
38.250	-0.731
38.260	0.516
38.270	-0.301
38.280	2.279
38.290	1.806
38.300	4.429
38.310	4.859
38.320	4.386
38.330	6.149
38.340	6.149
38.350	8.686
38.360	7.009
38.370	9.159
38.380	7.826
38.390	9.159
38.400	10.879
38.410	9.116
38.420	10.879
38.430	10.019
38.440	11.739
38.450	11.266
38.460	10.019
38.470	11.309
38.480	8.686
38.490	10.449
38.500	8.729
38.510	9.976
38.520	8.729
38.530	7.009
38.540	7.826
38.550	5.289
38.560	6.149
38.570	5.246
38.580	3.139
38.590	3.569
38.600	0.946
38.610	1.849
38.620	-0.731
38.630	0.129
38.640	-1.204
38.650	-2.881
38.660	-2.451
38.670	-5.074
38.680	-4.171
38.690	-6.751
38.700	-6.321
38.710	-7.224
38.720	-8.041
38.730	-8.041
38.740	-10.234
38.750	-9.331
38.760	-10.191
38.770	-9.761
38.780	-9.804
38.790	-11.051
38.800	-10.621
38.810	-11.911
38.820	-9.804
38.830	-9.761
38.840	-10.621
38.850	-9.374
38.860	-10.621
38.870	-8.901
38.880	-8.901
38.890	-7.224
38.900	-5.891
38.910	-5.891
38.920	-5.031
38.930	-5.504
38.940	-3.311
38.950	-3.741
38.960	-1.634
38.970	-1.161
38.980	-0.731
38.990	0.946
39.000	0.989
39.010	2.709
39.020	2.709
39.030	4.816
39.040	5.289
39.050	4.859
39.060	6.966
39.070	7.009
39.080	8.299
39.090	9.116
39.100	7.439
39.110	9.159
39.120	9.546
39.130	10.449
39.140	9.589
39.150	11.266
39.160	12.169
39.170	10.019
39.180	10.836
39.190	10.019
39.200	10.449
39.210	8.686
39.220	10.879
39.230	10.019
39.240	7.396
39.250	8.729
39.260	6.579
39.270	7.439
39.280	4.816
39.290	4.859
39.300	4.859
39.310	2.666
39.320	2.709
39.330	0.559
39.340	1.376
39.350	-1.161
39.360	-0.731
39.370	-2.021
39.380	-3.784
39.390	-3.311
39.400	-5.461
39.410	-5.074
39.420	-6.321
39.430	-8.041
39.440	-7.611
39.450	-8.944
39.460	-8.471
39.470	-11.051
39.480	-8.944
39.490	-9.761
39.500	-11.481
39.510	-10.191
39.520	-11.524
39.530	-10.621
39.540	-11.481
39.550	-9.331
39.560	-8.084
39.570	-10.191
39.580	-9.331
39.590	-10.234
39.600	-8.471
39.610	-8.471
39.620	-6.751
39.630	-6.364
39.640	-6.751
39.650	-4.171
39.660	-5.031
39.670	-3.354
39.680	-2.021
39.690	-4.171
39.700	-0.344
39.710	-0.731
39.720	1.849
39.730	1.376
39.740	3.999
39.750	4.429
39.760	3.139
39.770	6.106
39.780	5.289
39.790	8.299
39.800	6.966
39.810	8.729
39.820	9.589
39.830	9.116
39.840	10.449
39.850	9.159
39.860	10.406
39.870	10.449
39.880	11.309
39.890	11.696
39.900	10.019
39.910	11.309
39.920	9.116
39.930	10.449
39.940	10.449
39.950	8.686
39.960	9.159
39.970	7.439
39.980	8.256
39.990	6.149
40.000	6.579
40.010	5.719
40.020	3.956
40.030	3.999
40.040	1.849
40.050	2.236
40.060	0.129
40.070	0.559
40.080	-0.774
40.090	-2.451
40.100	-2.451
40.110	-4.171
40.120	-3.784
40.130	-5.891
40.140	-5.461
40.150	-6.794
40.160	-8.471
40.170	-7.611
40.180	-9.331
40.190	-9.374
40.200	-9.331
40.210	-10.191
40.220	-9.761
40.230	-11.524
40.240	-9.761
40.250	-12.341
40.260	-10.234
40.270	-9.761
40.280	-11.051
40.290	-7.611
40.300	-9.804
40.310	-8.901
40.320	-9.761
40.330	-7.181
40.340	-7.224
40.350	-8.041
40.360	-5.461
40.370	-5.934
40.380	-3.741
40.390	-4.171
40.400	-2.451
40.410	-1.204
40.420	-2.021
40.430	0.559
40.440	0.086
40.450	2.709
40.460	1.849
40.470	4.429
40.480	4.816
40.490	4.429
40.500	6.579
40.510	6.106
40.520	8.299
40.530	8.299
40.540	8.256
40.550	10.019
40.560	9.159
40.570	9.976
40.580	9.159
40.590	8.729
40.600	11.266
40.610	10.449
40.620	11.309
40.630	9.546
40.640	10.879
40.650	9.159
40.660	9.976
40.670	10.449
40.680	7.869
40.690	8.686
40.700	6.579
40.710	7.869
40.720	5.289
40.730	5.676
40.740	4.859
40.750	2.709
40.760	3.526
40.770	0.559
40.780	1.419
40.790	0.516
40.800	-1.591
40.810	-1.161
40.820	-3.311
40.830	-2.924
40.840	-5.031
40.850	-4.601
40.860	-5.504
40.870	-8.041
40.880	-6.751
40.890	-8.901
40.900	-8.084
40.910	-10.191
40.920	-8.901
40.930	-8.944
40.940	-11.051
40.950	-9.761
40.960	-11.051
40.970	-10.664
40.980	-11.481
40.990	-9.761
41.000	-9.331
41.010	-10.664
41.020	-8.901
41.030	-10.621
41.040	-8.471
41.050	-7.654
41.060	-8.041
41.070	-6.751
41.080	-6.794
41.090	-4.601
41.100	-5.031
41.110	-3.311
41.120	-2.494
41.130	-2.451
41.140	-0.301
41.150	-1.204
41.160	1.419
41.170	0.989
41.180	3.139
41.190	3.956
41.200	3.139
41.210	5.719
41.220	4.816
41.230	7.439
41.240	7.009
41.250	8.256
41.260	9.159
41.270	8.729
41.280	10.406
41.290	9.159
41.300	10.449
41.310	9.546
41.320	11.309
41.330	11.739
41.340	9.546
41.350	11.309
41.360	10.019
41.370	9.976
41.380	10.019
41.390	9.159
41.400	9.589
41.410	7.396
41.420	8.299
41.430	6.579
41.440	6.536
41.450	6.149
41.460	3.999
41.470	4.386
41.480	2.279
41.490	2.709
41.500	0.086
41.510	0.989
41.520	0.129
41.530	-2.451
41.540	-1.634
41.550	-3.741
41.560	-3.311
41.570	-5.504
41.580	-5.461
41.590	-5.891
41.600	-8.471
41.610	-7.224
41.620	-8.901
41.630	-8.901
41.640	-8.944
41.650	-10.191
41.660	-9.331
41.670	-11.481
41.680	-9.804
41.690	-11.911
41.700	-10.621
41.710	-7.181
41.720	-11.094
41.730	-9.331
41.740	-10.191
41.750	-8.901
41.760	-10.234
41.770	-8.041
41.780	-7.181
41.790	-8.084
41.800	-5.891
41.810	-6.321
41.820	-4.171
41.830	-5.074
41.840	-2.451
41.850	-2.021
41.860	-2.064
41.870	0.129
41.880	-0.731
41.890	2.279
41.900	2.666
41.910	2.279
41.920	4.429
41.930	3.956
41.940	5.719
41.950	5.719
41.960	7.826
41.970	8.299
41.980	6.579
41.990	7.826
42.000	9.159
42.010	10.019
42.020	8.729
42.030	10.406
42.040	11.309
42.050	9.589
42.060	11.266
42.070	10.019
42.080	10.879
42.090	8.686
42.100	10.449
42.110	9.589
42.120	8.256
42.130	9.159
42.140	7.009
42.150	7.826
42.160	5.719
42.170	6.149
42.180	5.676
42.190	3.569
42.200	3.569
42.210	1.376
42.220	2.279
42.230	0.989
42.240	-1.161
42.250	-0.344
42.260	-2.881
42.270	-2.021
42.280	-4.644
42.290	-3.741
42.300	-4.601
42.310	-7.181
42.320	-6.794
42.330	-8.041
42.340	-7.181
42.350	-9.761
42.360	-8.944
42.370	-8.471
42.380	-10.621
42.390	-9.804
42.400	-10.621
42.410	-10.191
42.420	-11.481
42.430	-9.804
42.440	-9.761
42.450	-10.191
42.460	-9.331
42.470	-10.234
42.480	-8.901
42.490	-8.041
42.500	-8.471
42.510	-6.794
42.520	-7.611
42.530	-5.031
42.540	-5.504
42.550	-3.741
42.560	-2.021
42.570	-2.881
42.580	-0.344
42.590	-0.731
42.600	0.559
42.610	0.516
42.620	2.709
42.630	2.709
42.640	1.806
42.650	3.999
42.660	4.859
42.670	6.579
42.680	6.536
42.690	7.869
42.700	8.729
42.710	8.256
42.720	9.589
42.730	9.159
42.740	10.406
42.750	10.019
42.760	9.589
42.770	11.266
42.780	10.019
42.790	10.879
42.800	9.546
42.810	10.879
42.820	10.019
42.830	8.686
42.840	10.019
42.850	7.439
42.860	8.256
42.870	7.009
42.880	7.009
42.890	6.579
42.900	4.386
42.910	4.429
42.920	2.709
42.930	3.096
42.940	0.989
42.950	1.419
42.960	0.086
42.970	-1.591
42.980	-1.161
42.990	-3.741
43.000	-2.924
43.010	-4.601
43.020	-5.031
43.030	-5.504
43.040	-7.611
43.050	-7.181
43.060	-8.901
43.070	-7.654
43.080	-8.901
43.090	-10.621
43.100	-8.901
43.110	-11.094
43.120	-9.761
43.130	-11.051
43.140	-10.664
43.150	-9.761
43.160	-11.051
43.170	-9.331
43.180	-10.234
43.190	-8.901
43.200	-10.621
43.210	-8.041
43.220	-7.224
43.230	-8.471
43.240	-6.751
43.250	-6.321
43.260	-4.214
43.270	-5.031
43.280	-3.311
43.290	-2.494
43.300	-2.451
43.310	-0.301
43.320	-0.731
43.330	1.806
43.340	2.279
43.350	1.849
43.360	3.526
43.370	3.569
43.380	5.719
43.390	4.816
43.400	7.869
43.410	7.869
43.420	6.966
43.430	9.159
43.440	8.729
43.450	10.406
43.460	9.159
43.470	10.019
43.480	10.879
43.490	9.546
43.500	11.309
43.510	10.019
43.520	10.836
43.530	9.589
43.540	10.019
43.550	9.976
43.560	8.729
43.570	9.589
43.580	6.966
43.590	8.299
43.600	7.439
43.610	5.676
43.620	5.719
43.630	3.999
43.640	3.956
43.650	2.279
43.660	2.279
43.670	1.849
43.680	-0.774
43.690	0.129
43.700	-2.451
43.710	-1.634
43.720	-4.171
43.730	-3.311
43.740	-4.601
43.750	-6.364
43.760	-5.891
43.770	-8.471
43.780	-6.794
43.790	-8.901
43.800	-8.901
43.810	-8.901
43.820	-10.234
43.830	-9.331
43.840	-11.051
43.850	-9.331
43.860	-11.954
43.870	-10.191
43.880	-9.761
43.890	-10.621
43.900	-8.944
43.910	-10.191
43.920	-8.901
43.930	-6.364
43.940	-8.471
43.950	-6.751
43.960	-8.041
43.970	-5.934
43.980	-5.891
43.990	-3.741
44.000	-3.311
44.010	-3.784
44.020	-1.591
44.030	-2.021
44.040	0.086
44.050	-0.301
44.060	1.849
44.070	3.139
44.080	2.236
44.090	4.429
44.100	3.999
44.110	6.106
44.120	5.719
44.130	7.869
44.140	7.826
44.150	7.439
44.160	9.589
44.170	8.686
44.180	10.019
44.190	10.019
44.200	9.546
44.210	10.019
44.220	8.299
44.230	11.266
44.240	9.159
44.250	10.879
44.260	10.019
44.270	8.686
44.280	9.589
44.290	8.299
44.300	8.686
44.310	6.579
44.320	7.439
44.330	6.966
44.340	4.859
44.350	5.289
44.360	2.666
44.370	3.569
44.380	1.419
44.390	1.849
44.400	0.946
44.410	-1.591
44.420	-0.731
44.430	-2.924
44.440	-2.451
44.450	-3.311
44.460	-5.461
44.470	-4.644
44.480	-7.611
44.490	-6.321
44.500	-8.084
44.510	-7.611
44.520	-8.471
44.530	-10.191
44.540	-8.084
44.550	-10.621
44.560	-9.761
44.570	-10.621
44.580	-9.804
44.590	-10.191
44.600	-11.051
44.610	-8.901
44.620	-10.234
44.630	-8.901
44.640	-10.191
44.650	-8.514
44.660	-8.041
44.670	-8.041
44.680	-6.321
44.690	-7.224
44.700	-5.031
44.710	-5.031
44.720	-3.311
44.730	-2.494
44.740	-3.311
44.750	-0.731
44.760	-1.204
44.770	0.559
44.780	2.279
44.790	1.376
44.800	3.139
44.810	3.139
44.820	4.859
44.830	4.816
44.840	7.009
44.850	7.869
44.860	6.536
44.870	8.729
44.880	8.299
44.890	9.976
44.900	8.729
44.910	10.019
44.920	9.976
44.930	10.019
44.940	10.879
44.950	9.976
44.960	10.449
44.970	9.589
44.980	10.449
44.990	9.546
45.000	8.729
45.010	10.019
45.020	6.966
45.030	8.299
45.040	7.869
45.050	5.676
45.060	6.149
45.070	3.999
45.080	4.386
45.090	2.709
45.100	3.139
45.110	1.849
45.120	-0.344
45.130	0.559
45.140	-2.021
45.150	-1.204
45.160	-3.741
45.170	-3.311
45.180	-3.741
45.190	-6.364
45.200	-5.461
45.210	-8.041
45.220	-6.794
45.230	-8.471
45.240	-8.471
45.250	-8.901
45.260	-9.804
45.270	-6.751
45.280	-11.051
45.290	-9.761
45.300	-10.664
45.310	-10.191
45.320	-9.761
45.330	-10.621
45.340	-9.374
45.350	-10.191
45.360	-8.901
45.370	-8.514
45.380	-9.331
45.390	-7.181
45.400	-8.041
45.410	-5.934
45.420	-6.751
45.430	-4.171
45.440	-3.741
45.450	-4.214
45.460	-2.021
45.470	-2.451
45.480	0.086
45.490	-0.731
45.500	1.419
45.510	2.709
45.520	1.376
45.530	4.429
45.540	3.139
45.550	5.246
45.560	3.569
45.570	7.009
45.580	7.826
45.590	6.579
45.600	9.589
45.610	8.256
45.620	10.019
45.630	10.019
45.640	8.729
45.650	10.836
45.660	9.159
45.670	11.309
45.680	9.546
45.690	10.449
45.700	10.449
45.710	8.686
45.720	9.589
45.730	8.299
45.740	9.116
45.750	7.439
45.760	7.439
45.770	7.396
45.780	5.289
45.790	5.289
45.800	3.956
45.810	3.999
45.820	1.849
45.830	2.279
45.840	1.376
45.850	-0.301
45.860	-0.301
45.870	-2.494
45.880	-2.021
45.890	-2.451
45.900	-5.031
45.910	-4.214
45.920	-6.751
45.930	-6.321
45.940	-7.611
45.950	-6.794
45.960	-8.041
45.970	-9.761
45.980	-8.514
45.990	-9.761
46.000	-9.761
46.010	-10.621
46.020	-9.374
46.030	-10.191
46.040	-11.051
46.050	-9.331
46.060	-10.664
46.070	-8.901
46.080	-9.761
46.090	-8.471
46.100	-8.514
46.110	-8.471
46.120	-5.891
46.130	-5.934
46.140	-5.461
46.150	-5.891
46.160	-3.311
46.170	-2.924
46.180	-3.741
46.190	-1.161
46.200	-2.021
46.210	0.516
46.220	0.989
46.230	0.989
46.240	3.096
46.250	2.279
46.260	4.429
46.270	3.956
46.280	6.149
46.290	7.009
46.300	6.579
46.310	7.826
46.320	7.869
46.330	9.589
46.340	8.256
46.350	10.019
46.360	10.019
46.370	8.686
46.380	10.879
46.390	10.019
46.400	8.686
46.410	8.729
46.420	10.449
46.430	9.976
46.440	8.299
46.450	9.589
46.460	8.256
46.470	8.299
46.480	7.439
46.490	6.149
46.500	6.536
46.510	4.859
46.520	4.859
46.530	2.666
46.540	3.569
46.550	2.709
46.560	0.086
46.570	0.989
46.580	-1.591
46.590	-1.161
46.600	-2.924
46.610	-2.451
46.620	-3.741
46.630	-5.504
46.640	-5.031
46.650	-7.611
46.660	-6.321
46.670	-8.084
46.680	-7.611
46.690	-8.471
46.700	-9.761
46.710	-8.944
46.720	-10.191
46.730	-9.331
46.740	-11.051
46.750	-9.804
46.760	-9.761
46.770	-11.051
46.780	-8.944
46.790	-10.191
46.800	-8.471
46.810	-8.901
46.820	-9.804
46.830	-7.181
46.840	-7.611
46.850	-6.751
46.860	-6.794
46.870	-4.601
46.880	-4.171
46.890	-4.214
46.900	-2.451
46.910	-2.881
46.920	-0.301
46.930	-1.204
46.940	1.419
46.950	1.849
46.960	1.376
46.970	3.569
46.980	3.139
46.990	4.859
47.000	4.816
47.010	7.439
47.020	7.869
47.030	6.106
47.040	8.299
47.050	8.729
47.060	9.976
47.070	10.019
47.080	8.299
47.090	10.406
47.100	9.589
47.110	10.879
47.120	9.589
47.130	10.406
47.140	10.879
47.150	8.729
47.160	9.546
47.170	8.299
47.180	9.589
47.190	7.396
47.200	7.869
47.210	7.439
47.220	5.676
47.230	6.149
47.240	3.999
47.250	3.956
47.260	2.709
47.270	2.709
47.280	1.849
47.290	-0.344
47.300	0.559
47.310	-2.021
47.320	-1.634
47.330	-3.741
47.340	-2.881
47.350	-4.171
47.360	-5.934
47.370	-5.891
47.380	-7.611
47.390	-6.321
47.400	-7.224
47.410	-9.761
47.420	-8.901
47.430	-9.804
47.440	-8.471
47.450	-10.621
47.460	-9.761
47.470	-9.804
47.480	-11.481
47.490	-9.331
47.500	-10.621
47.510	-8.944
47.520	-7.611
47.530	-8.471
47.540	-8.471
47.550	-8.944
47.560	-6.751
47.570	-7.611
47.580	-6.321
47.590	-6.364
47.600	-4.171
47.610	-2.881
47.620	-4.214
47.630	-2.021
47.640	-2.021
47.650	-0.301
47.660	0.516
47.670	0.559
47.680	2.279
47.690	2.236
47.700	3.999
47.710	3.569
47.720	5.676
47.730	6.579
47.740	6.149
47.750	7.439
47.760	6.966
47.770	9.159
47.780	8.299
47.790	9.116
47.800	7.869
47.810	9.159
47.820	10.406
47.830	9.159
47.840	10.879
47.850	9.546
47.860	10.449
47.870	10.019
47.880	8.686
47.890	9.159
47.900	7.869
47.910	8.729
47.920	6.966
47.930	7.439
47.940	7.009
47.950	4.816
47.960	5.289
47.970	3.569
47.980	3.956
47.990	2.709
48.000	0.559
48.010	1.419
48.020	-0.774
48.030	-0.301
48.040	-2.881
48.050	-2.064
48.060	-2.881
48.070	-4.601
48.080	-4.601
48.090	-6.794
48.100	-6.321
48.110	-7.611
48.120	-6.751
48.130	-8.084
48.140	-9.761
48.150	-7.611
48.160	-10.234
48.170	-8.901
48.180	-10.621
48.190	-9.331
48.200	-10.234
48.210	-10.191
48.220	-9.331
48.230	-9.761
48.240	-8.514
48.250	-8.471
48.260	-9.761
48.270	-8.041
48.280	-8.084
48.290	-6.321
48.300	-7.181
48.310	-5.461
48.320	-4.214
48.330	-4.601
48.340	-2.881
48.350	-2.924
48.360	-1.161
48.370	-1.591
48.380	0.559
48.390	1.376
48.400	0.989
48.410	3.569
48.420	2.236
48.430	4.429
48.440	4.429
48.450	6.536
48.460	7.439
48.470	5.719
48.480	8.299
48.490	7.826
48.500	9.589
48.510	8.299
48.520	9.976
48.530	9.589
48.540	9.159
48.550	10.836
48.560	9.589
48.570	10.449
48.580	10.406
48.590	9.159
48.600	9.589
48.610	7.826
48.620	9.589
48.630	7.869
48.640	8.299
48.650	7.396
48.660	6.149
48.670	6.149
48.680	4.386
48.690	4.429
48.700	2.709
48.710	3.096
48.720	2.279
48.730	0.129
48.740	0.989
48.750	-2.064
48.760	-0.731
48.770	-3.311
48.780	-2.924
48.790	-3.311
48.800	-5.891
48.810	-5.031
48.820	-7.654
48.830	-6.321
48.840	-6.751
48.850	-9.331
48.860	-8.514
48.870	-9.761
48.880	-8.471
48.890	-10.621
48.900	-9.374
48.910	-9.331
48.920	-9.331
48.930	-8.944
48.940	-10.621
48.950	-8.901
48.960	-9.761
48.970	-8.944
48.980	-8.041
48.990	-9.761
49.000	-7.181
49.010	-7.654
49.020	-5.891
49.030	-7.181
